JURISDICTI3,Sample Type,Parameter,LoadsJurs,LoadsPoundsQUns,TotalLoadPounds
LAGUNA WOODS,Total,TCMX,0.0062858587044140116,0,0.0062858587044140116
LAGUNA NIGUEL,Total,TCMX,0.043461410823058266,0.3414463466902606,0.38490775751331885
ALISO VIEJO,Total,TCMX,0.015235256616836862,0.043413273736320555,0.05864853035315742
RANCHO SANTA MARGARITA,Total,TCMX,0.04689631611966855,0.029667467852379704,0.07656378397204826
ORANGE CO,Total,TCMX,0.09281978923728638,0.17265023021790138,0.2654700194551878
LAGUNA HILLS,Total,TCMX,0.003385764392996614,0.14740456038901692,0.15079032478201354
LAKE FOREST,Total,TCMX,0.011857722282620557,0.04381600356136891,0.05567372584398947
LAGUNA BEACH,Total,TCMX,0.00172100760184227,0.008489754858883628,0.010210762460725898
SAN JUAN CAPISTRANO,Total,TCMX,0.010745396870008719,0.010104224601418653,0.02084962147142737
DANA POINT,Total,TCMX,0.016694504746817555,0.03454607139249548,0.05124057613931303
SAN CLEMENTE,Total,TCMX,0.012367457256154155,0.04265052301415347,0.05501798027030763
MISSION VIEJO,Total,"2,4'-DDD",5.868358955614304e-4,0.0012854095448304689,0.0018722454403918994
LAGUNA WOODS,Total,"2,4'-DDD",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"2,4'-DDD",7.02219381610161e-4,0.005824244719663294,0.006526464101273456
ALISO VIEJO,Total,"2,4'-DDD",2.2419269235789626e-4,6.678965190203163e-4,8.920892113782126e-4
RANCHO SANTA MARGARITA,Total,"2,4'-DDD",0.001096991157399602,5.720999310376252e-4,0.0016690910884372273
ORANGE CO,Total,"2,4'-DDD",0.0025145882732696746,0.003143177143108738,0.005657765416378413
LAGUNA HILLS,Total,"2,4'-DDD",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"2,4'-DDD",1.7491799347032705e-4,6.128112386205441e-4,7.877292320908712e-4
