JURISDICTI3,Sample Type,Parameter,Units,LoadsPoundsQUns,LoadQUns_j
LAGUNA BEACH,Total,"2,4'-DDE",ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,"2,4'-DDT",ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,"4,4'-DDD",ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,"4,4'-DDE",ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,"4,4'-DDT",ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Acenaphthene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Acenaphthylene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Aldrin,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Anthracene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Benz[a]anthracene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Benzo[a]pyrene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Benzo[b]fluoranthene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,"Benzo[g,h,i]perylene",ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Benzo[k]fluoranthene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,BHC-alpha,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,BHC-beta,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,BHC-delta,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,BHC-gamma,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Bolstar (Sulprofos),ng/L,2.5629448630592084e-4,2.5629448630592084e-4
LAGUNA BEACH,Total,Chlordane-alpha,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Chlordane-gamma,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Chlorpyrifos,ng/L,6.407362157648021e-5,6.407362157648021e-5
LAGUNA BEACH,Total,Chrysene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Demeton,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Diazinon,ng/L,6.407362157648021e-5,6.407362157648021e-5
LAGUNA BEACH,Total,"Dibenz[a,h]anthracene",ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Dichlorvos,ng/L,3.844417294588813e-4,3.844417294588813e-4
LAGUNA BEACH,Total,Dieldrin,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Dimethoate,ng/L,6.407362157648021e-4,6.407362157648021e-4
LAGUNA BEACH,Total,Disulfoton,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Endosulfan-I,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Endosulfan-II,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Endosulfan Sulfate,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Endrin,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Endrin Aldehyde,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Ethoprop (Ethoprofos),ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Fenchlorphos (Ronnel),ng/L,2.5629448630592084e-4,2.5629448630592084e-4
LAGUNA BEACH,Total,Fensulfothion,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Fenthion,ng/L,2.5629448630592084e-4,2.5629448630592084e-4
LAGUNA BEACH,Total,Fluoranthene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Fluorene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Heptachlor,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Heptachlor Epoxide,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,"Indeno[1,2,3-cd]pyrene",ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Malathion,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Merphos,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Methoxychlor,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Methyl Parathion,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Mevinphos (Phosdrin),ng/L,6.407362157648021e-4,6.407362157648021e-4
LAGUNA BEACH,Total,Mirex,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Phenanthrene,ng/L,8.239867734735354e-4,8.239867734735354e-4
LAGUNA BEACH,Total,Phorate,ng/L,6.407362157648021e-4,6.407362157648021e-4
LAGUNA BEACH,Total,Pyrene,ng/L,3.2036810788240106e-4,3.2036810788240106e-4
LAGUNA BEACH,Total,Tetrachlorvinphos (Stirofos),ng/L,2.5629448630592084e-4,2.5629448630592084e-4
LAGUNA BEACH,Total,Tokuthion (Prothiofos),ng/L,3.844417294588813e-4,3.844417294588813e-4
LAGUNA BEACH,Total,Toxaphene,ng/L,0.0016018405394120053,0.0016018405394120053
LAGUNA BEACH,Total,trans-Nonachlor,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,Trichloronate,ng/L,1.2814724315296042e-4,1.2814724315296042e-4
LAGUNA BEACH,Total,"Arsenic, Total",ug/L,0.1755617231195558,0.1755617231195558
LAGUNA BEACH,Dissolved,"Arsenic, Total",ug/L,0.1755617231195558,0.1755617231195558
LAGUNA BEACH,Total,"Cadmium, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Dissolved,"Cadmium, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Total,"Calcium, Total",ug/L,38.89268829692349,38.89268829692349
LAGUNA BEACH,Total,Chromium 6+,ug/L,0.006330473811756246,0.006330473811756246
LAGUNA BEACH,Dissolved,Chromium 6+,ug/L,0.006330473811756246,0.006330473811756246
LAGUNA BEACH,Total,"Chromium, Total",ug/L,0.017171730582496703,0.017171730582496703
LAGUNA BEACH,Dissolved,"Chromium, Total",ug/L,0.017171730582496703,0.017171730582496703
LAGUNA BEACH,Total,"Copper, Total",ug/L,0.23547055929356478,0.23547055929356478
LAGUNA BEACH,Dissolved,"Copper, Total",ug/L,0.23547055929356478,0.23547055929356478
LAGUNA BEACH,Total,Dissolved Organic Carbon,ug/L,0.7464576913659946,0.7464576913659946
LAGUNA BEACH,Total,"Hardness as CaCO3, Total",ug/L,291.534978172985,291.534978172985
LAGUNA BEACH,Total,"Iron, Total",ug/L,5.125889726118417,5.125889726118417
LAGUNA BEACH,Dissolved,"Iron, Total",ug/L,5.125889726118417,5.125889726118417
LAGUNA BEACH,Total,"Lead, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Dissolved,"Lead, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Total,"Magnesium, Total",ug/L,47.19022229107768,47.19022229107768
LAGUNA BEACH,Total,"Manganese, Total",ug/L,8.313552399548309,8.313552399548309
LAGUNA BEACH,Dissolved,"Manganese, Total",ug/L,8.313552399548309,8.313552399548309
LAGUNA BEACH,Total,MBAS,mg/L,3.2036810788240113,3.2036810788240113
LAGUNA BEACH,Total,"Mercury, Total",ug/L,0.0032036810788240114,0.0032036810788240114
LAGUNA BEACH,Dissolved,"Mercury, Total",ug/L,0.0032036810788240114,0.0032036810788240114
LAGUNA BEACH,Total,"Nickel, Total",ug/L,0.281923934936513,0.281923934936513
LAGUNA BEACH,Dissolved,"Nickel, Total",ug/L,0.281923934936513,0.281923934936513
LAGUNA BEACH,Total,"Selenium, Total",ug/L,0.2514889646876849,0.2514889646876849
LAGUNA BEACH,Dissolved,"Selenium, Total",ug/L,0.2514889646876849,0.2514889646876849
LAGUNA BEACH,Total,"Silver, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Dissolved,"Silver, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Total,"Thallium, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Dissolved,"Thallium, Total",ug/L,0.012814724315296046,0.012814724315296046
LAGUNA BEACH,Total,Total Organic Carbon (TOC),mg/L,784.9018643118827,784.9018643118827
LAGUNA BEACH,Total,"Zinc, Total",ug/L,0.6407362157648021,0.6407362157648021
LAGUNA BEACH,Dissolved,"Zinc, Total",ug/L,0.6407362157648021,0.6407362157648021
LAGUNA BEACH,Total,"Ammonia, as Nitrogen",mg/L,6.407362157648023,6.407362157648023
LAGUNA BEACH,Total,Nitrate + Nitrite as N,mg/L,33.31828321976972,33.31828321976972
LAGUNA BEACH,Total,"Nitrogen, Total Kjeldahl",mg/L,83.61607615730668,83.61607615730668
LAGUNA BEACH,Total,Orthophosphate as P,mg/L,7.272356048930506,7.272356048930506
LAGUNA BEACH,Total,pH,NA,NA,NA
LAGUNA BEACH,Total,Phosphorus as PO4,mg/L,51.89963347694898,51.89963347694898
LAGUNA BEACH,Total,Sulfate,mg/L,265585.1614345105,265585.1614345105
LAGUNA BEACH,Total,Total Dissolved Solids,mg/L,714420.8805777545,714420.8805777545
LAGUNA BEACH,Total,VSS,mg/L,358.81228082828915,358.81228082828915
LAGUNA BEACH,Total,TSS,mg/L,205.03558904473672,205.03558904473672
LAGUNA BEACH,Total,E. coli,CFU/100 mL,605388167353.615,605388167353.615
LAGUNA BEACH,Total,Enterococcus,CFU/100 mL,203442975106.8317,203442975106.8317
LAGUNA BEACH,Total,Fecal coliforms,CFU/100 mL,1191594568482.8716,1191594568482.8716
LAGUNA BEACH,Total,Total Coliforms,CFU/100 mL,3715740623915.4907,3715740623915.4907
LAGUNA NIGUEL,Total,d10-Acenaphthene,ng/L,0.4182535739308203,0.4182535739308203
LAGUNA NIGUEL,Total,d10-Phenanthrene,ng/L,0.46411950109816885,0.46411950109816885
LAGUNA NIGUEL,Total,d12-Chrysene,ng/L,0.4710357917027689,0.4710357917027689
LAGUNA NIGUEL,Total,d8-Naphthalene,ng/L,0.34617854552498706,0.34617854552498706
LAGUNA NIGUEL,Total,PCB030,ng/L,0.4178895586358414,0.4178895586358414
LAGUNA NIGUEL,Total,PCB112,ng/L,0.4593873022634423,0.4593873022634423
LAGUNA NIGUEL,Total,PCB198,ng/L,0.5085293670856015,0.5085293670856015
LAGUNA NIGUEL,Total,TCMX,ng/L,0.3414463466902606,0.3414463466902606
LAGUNA NIGUEL,Total,"2,4'-DDD",ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,"2,4'-DDE",ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,"2,4'-DDT",ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,"4,4'-DDD",ng/L,0.006665524512503548,0.006665524512503548
LAGUNA NIGUEL,Total,"4,4'-DDE",ng/L,0.009894744640405751,0.009894744640405751
LAGUNA NIGUEL,Total,"4,4'-DDT",ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Acenaphthene,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Acenaphthylene,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Aldrin,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Anthracene,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Benz[a]anthracene,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Benzo[a]pyrene,ng/L,0.01665733989823702,0.01665733989823702
LAGUNA NIGUEL,Total,Benzo[b]fluoranthene,ng/L,0.017660404266623474,0.017660404266623474
LAGUNA NIGUEL,Total,"Benzo[g,h,i]perylene",ng/L,0.018436970229245255,0.018436970229245255
LAGUNA NIGUEL,Total,Benzo[k]fluoranthene,ng/L,0.016922666602132794,0.016922666602132794
LAGUNA NIGUEL,Total,BHC-alpha,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,BHC-beta,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,BHC-delta,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,BHC-gamma,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Bolstar (Sulprofos),ng/L,0.011648489439326589,0.011648489439326589
LAGUNA NIGUEL,Total,Chlordane-alpha,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Chlordane-gamma,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Chlorpyrifos,ng/L,0.002912122359831647,0.002912122359831647
LAGUNA NIGUEL,Total,Chrysene,ng/L,0.016728525111477346,0.016728525111477346
LAGUNA NIGUEL,Total,Demeton,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Diazinon,ng/L,0.002912122359831647,0.002912122359831647
LAGUNA NIGUEL,Total,"Dibenz[a,h]anthracene",ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Dichlorvos,ng/L,0.017472734158989887,0.017472734158989887
LAGUNA NIGUEL,Total,Dieldrin,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Dimethoate,ng/L,0.02912122359831647,0.02912122359831647
LAGUNA NIGUEL,Total,Disulfoton,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Endosulfan-I,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Endosulfan-II,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Endosulfan Sulfate,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Endrin,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Endrin Aldehyde,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Ethoprop (Ethoprofos),ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Fenchlorphos (Ronnel),ng/L,0.011648489439326589,0.011648489439326589
LAGUNA NIGUEL,Total,Fensulfothion,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Fenthion,ng/L,0.011648489439326589,0.011648489439326589
LAGUNA NIGUEL,Total,Fluoranthene,ng/L,0.020780905159758632,0.020780905159758632
LAGUNA NIGUEL,Total,Fluorene,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Heptachlor,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Heptachlor Epoxide,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,"Indeno[1,2,3-cd]pyrene",ng/L,0.01912293682956115,0.01912293682956115
LAGUNA NIGUEL,Total,Malathion,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Merphos,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Methoxychlor,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Methyl Parathion,ng/L,0.005824244719663294,0.005824244719663294
LAGUNA NIGUEL,Total,Mevinphos (Phosdrin),ng/L,0.02912122359831647,0.02912122359831647
LAGUNA NIGUEL,Total,Mirex,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Naphthalene,ng/L,0.014560611799158235,0.014560611799158235
LAGUNA NIGUEL,Total,Phenanthrene,ng/L,0.018878873241308592,0.018878873241308592
LAGUNA NIGUEL,Total,Phorate,ng/L,0.02912122359831647,0.02912122359831647
LAGUNA NIGUEL,Total,Pyrene,ng/L,0.024760320364468576,0.024760320364468576
LAGUNA NIGUEL,Total,Tetrachlorvinphos (Stirofos),ng/L,0.011648489439326589,0.011648489439326589
LAGUNA NIGUEL,Total,Tokuthion (Prothiofos),ng/L,0.017472734158989887,0.017472734158989887
LAGUNA NIGUEL,Total,Toxaphene,ng/L,0.07280305899579119,0.07280305899579119
